searchedCategory,productTitle,productLink,productPrice,productRatings,insertDate
ar-condicionado,Ar Condicionado Split Inverter Samsung 18000 Btus Frio 220v,https://produto.mercadolivre.com.br/MLB-2833088441-ar-condicionado-split-inverter-samsung-18000-btus-frio-220v-_JM#position=31&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$3.799,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado LG Artcool Uv Nano 24000 Btus Quente/frio,https://produto.mercadolivre.com.br/MLB-3496470387-ar-condicionado-lg-artcool-uv-nano-24000-btus-quentefrio-_JM#position=32&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$6.109,,2023/11/16 10:29:36
ar-condicionado,Ar Cond. Midea X Save Connect 24000btu Inverter Q/f 220v,https://produto.mercadolivre.com.br/MLB-3680619518-ar-cond-midea-x-save-connect-24000btu-inverter-qf-220v-_JM#position=33&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$5.059,,2023/11/16 10:29:36
ar-condicionado,Ar condicionado Haier de  janela  frio 6000 BTU  branco 115V HWR06XC9,https://www.mercadolivre.com.br/ar-condicionado-haier-de-janela-frio-6000-btu-branco-115v-hwr06xc9/p/MLB11842314?pdp_filters=category:MLB1646#searchVariation=MLB11842314&position=9&search_layout=stack&type=product&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$1.699,4.8,2023/11/16 10:29:36
ar-condicionado,Ar-condicionado Springer Midea Airvolution 12000btu F - 220v Cor Branco,https://www.mercadolivre.com.br/ar-condicionado-springer-midea-airvolution-12000btu-f-220v-cor-branco/p/MLB25793196?pdp_filters=category:MLB1646#searchVariation=MLB25793196&position=39&search_layout=stack&type=product&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$2.359,4.8,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Inverter 9000 Btus Electrolux Q/f 220v,https://produto.mercadolivre.com.br/MLB-1145822574-ar-condicionado-split-inverter-9000-btus-electrolux-qf-220v-_JM#position=34&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$2.199,4.9,2023/11/16 10:29:36
ar-condicionado,Ar-condicionado Split Consul 12.000 Btus Frio - Cbn12cb Voltagem 220v,https://www.mercadolivre.com.br/ar-condicionado-split-consul-12000-btus-frio-cbn12cb-voltagem-220v/p/MLB24455195?pdp_filters=category:MLB1646#searchVariation=MLB24455195&position=40&search_layout=stack&type=product&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$2.309,,2023/11/16 10:29:36
ar-condicionado,Ar condicionado Springer Midea de  janela  frio 7500 BTU  branco 127V QCI078BB,https://www.mercadolivre.com.br/ar-condicionado-springer-midea-de-janela-frio-7500-btu-branco-127v-qci078bb/p/MLB7971023?pdp_filters=category:MLB1646#searchVariation=MLB7971023&position=12&search_layout=stack&type=product&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$2.268,4.7,2023/11/16 10:29:36
ar-condicionado,Ar-condicionado Hw Inverter Daikin Ecoswing Gold 9000 Btu 22,https://produto.mercadolivre.com.br/MLB-4206449462-ar-condicionado-hw-inverter-daikin-ecoswing-gold-9000-btu-22-_JM#position=35&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$2.169,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Agratto Icst09fr4-02 220v Frio,https://produto.mercadolivre.com.br/MLB-4066859984-ar-condicionado-agratto-icst09fr4-02-220v-frio-_JM#position=36&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$2.540,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Electrolux 18000 Btus Frio 220v,https://produto.mercadolivre.com.br/MLB-2023050637-ar-condicionado-split-electrolux-18000-btus-frio-220v-_JM#position=37&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$3.499,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Hi Wall Inverter LG Dual Compact R-32 ,https://produto.mercadolivre.com.br/MLB-4156577494-ar-condicionado-split-hi-wall-inverter-lg-dual-compact-r-32-_JM#position=38&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$3.495,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Agratto Liv Inverter 24k Frio 220v,https://produto.mercadolivre.com.br/MLB-3961436802-ar-condicionado-split-agratto-liv-inverter-24k-frio-220v-_JM#position=39&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$3.799,,2023/11/16 10:29:36
ar-condicionado,Ar-condicionado Hw Inverter Fujitsu 9000 Btu Frio,https://www.mercadolivre.com.br/ar-condicionado-hw-inverter-fujitsu-9000-btu-frio/p/MLB21515570?pdp_filters=category:MLB1646#searchVariation=MLB21515570&position=13&search_layout=stack&type=product&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$3.469,5.0,2023/11/16 10:29:36
ar-condicionado,Ar-condicionado Split Quente Frio Inverter 24000 Btus Philco Cor Branco 220v Voltagem Da Unidade Externa 220v,https://www.mercadolivre.com.br/ar-condicionado-split-quente-frio-inverter-24000-btus-philco-cor-branco-220v-voltagem-da-unidade-externa-220v/p/MLB27924412?pdp_filters=category:MLB1646#searchVariation=MLB27924412&position=14&search_layout=stack&type=product&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$5.182,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Hiwal Springer Midea Airvolution 12k F 220v,https://www.mercadolivre.com.br/ar-condicionado-hiwal-springer-midea-airvolution-12k-f-220v/p/MLB26378726?pdp_filters=category:MLB1646#searchVariation=MLB26378726&position=44&search_layout=stack&type=product&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$2.139,4.5,2023/11/16 10:29:36
ar-condicionado,Ar-condicionado Hw Gree G-top Connection 18000 Btu Frio 220v,https://www.mercadolivre.com.br/ar-condicionado-hw-gree-g-top-connection-18000-btu-frio-220v/p/MLB26889638?pdp_filters=category:MLB1646#searchVariation=MLB26889638&position=16&search_layout=stack&type=product&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$4.439,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Invert Home Star York Hw 12000btus Q/f220v,https://produto.mercadolivre.com.br/MLB-2072895794-ar-condicionado-invert-home-star-york-hw-12000btus-qf220v-_JM#position=40&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$2.819,,2023/11/16 10:29:36
ar-condicionado,Ar-condicionado Hw Inverter Fujitsu 12.000 Btus Q/f 220v,https://www.mercadolivre.com.br/ar-condicionado-hw-inverter-fujitsu-12000-btus-qf-220v/p/MLB23127559?pdp_filters=category:MLB1646#searchVariation=MLB23127559&position=17&search_layout=stack&type=product&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$3.479,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Hi Wall Eco Ii Inverter Elgin 24k Qef 220v,https://produto.mercadolivre.com.br/MLB-3421732685-ar-condicionado-hi-wall-eco-ii-inverter-elgin-24k-qef-220v-_JM#position=41&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$4.188,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado LG Voice Dual Inverter Ia 9000 Btu Frio 220v,https://produto.mercadolivre.com.br/MLB-3465861967-ar-condicionado-lg-voice-dual-inverter-ia-9000-btu-frio-220v-_JM#position=42&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$2.369,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Consul 12000 Btus Frio Maxi Cbn12cbbn ,https://produto.mercadolivre.com.br/MLB-1170856469-ar-condicionado-split-consul-12000-btus-frio-maxi-cbn12cbbn-_JM#position=43&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$2.348,4.5,2023/11/16 10:29:36
ar-condicionado,Ar Cond Inverter Xtreme Connect Springer Midea 12000 Fr 220v Cor Branco Voltagem 220v,https://www.mercadolivre.com.br/ar-cond-inverter-xtreme-connect-springer-midea-12000-fr-220v-cor-branco-voltagem-220v/p/MLB24295126?pdp_filters=category:MLB1646#searchVariation=MLB24295126&position=18&search_layout=stack&type=product&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$3.509,4.8,2023/11/16 10:29:36
ar-condicionado,Ar Cond Split Cassete Inverter LG 48000 Q/f 220v Atuw48gmlp1,https://www.mercadolivre.com.br/ar-cond-split-cassete-inverter-lg-48000-qf-220v-atuw48gmlp1/p/MLB26109045?pdp_filters=category:MLB1646#searchVariation=MLB26109045&position=19&search_layout=stack&type=product&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$18.199,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Electrolux Inverter Techno  Split  Frio 9000,https://produto.mercadolivre.com.br/MLB-4206539626-ar-condicionado-electrolux-inverter-techno-split-frio-9000-_JM#position=44&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$1.541,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Bi Split Inverter Springer Midea 2x9.000 Btu,https://produto.mercadolivre.com.br/MLB-2028583351-ar-condicionado-bi-split-inverter-springer-midea-2x9000-btu-_JM#position=45&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$7.257,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Samsung Inverter Connect Wind Free 24000btus,https://produto.mercadolivre.com.br/MLB-3492044263-ar-condicionado-samsung-inverter-connect-wind-free-24000btus-_JM#position=46&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$6.519,,2023/11/16 10:29:36
ar-condicionado,Ar Cond Split Cassete Inverter Daikin Sky Air 42000 Q/f 220v Cor Branco,https://www.mercadolivre.com.br/ar-cond-split-cassete-inverter-daikin-sky-air-42000-qf-220v-cor-branco/p/MLB27457446?pdp_filters=category:MLB1646#searchVariation=MLB27457446&position=20&search_layout=stack&type=product&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$17.349,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Samsung Inverter 22000 Btus Frio 220v,https://produto.mercadolivre.com.br/MLB-1716282282-ar-condicionado-split-samsung-inverter-22000-btus-frio-220v-_JM#position=47&search_layout=stack&type=item&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$4.499,4.7,2023/11/16 10:29:36
ar-condicionado,Ar condicionado LG Teto Inverter  split  frio/quente 35000 BTU  branco 220V AV-W36GM1P1 voltagem da unidade externa 220V,https://www.mercadolivre.com.br/ar-condicionado-lg-teto-inverter-split-frioquente-35000-btu-branco-220v-av-w36gm1p1-voltagem-da-unidade-externa-220v/p/MLB22385739?pdp_filters=category:MLB1646#searchVariation=MLB22385739&position=21&search_layout=stack&type=product&tracking_id=b9a44937-31b0-4cdb-b8fa-d5ee339b1e6c,R$10.599,,2023/11/16 10:29:36
ar-condicionado,Ar-condicionado Midea 9000btus Springer Quente/frio - 220v Cor Branco,https://www.mercadolivre.com.br/ar-condicionado-midea-9000btus-springer-quentefrio-220v-cor-branco/p/MLB25597842?pdp_filters=category:MLB1646#searchVariation=MLB25597842&position=35&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$2.189,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Cassete Elgin Eco Inverter 36000 Btu/h,https://produto.mercadolivre.com.br/MLB-3188007067-ar-condicionado-split-cassete-elgin-eco-inverter-36000-btuh-_JM#position=13&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$13.748,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Philco  Split Inverter  Frio 30000 Btu  Bran,https://produto.mercadolivre.com.br/MLB-4206583012-ar-condicionado-philco-split-inverter-frio-30000-btu-bran-_JM#position=14&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$4.339,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Hw G-top Inverter Gree 9000bt Q/f 220v Cor Branco,https://www.mercadolivre.com.br/ar-condicionado-split-hw-g-top-inverter-gree-9000bt-qf-220v-cor-branco/p/MLB25597843?pdp_filters=category:MLB1646#searchVariation=MLB25597843&position=2&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$2.719,4.8,2023/11/16 10:29:36
ar-condicionado,Ar-condicionado Split Inverter Samsung Windfree Connect Sem ,https://produto.mercadolivre.com.br/MLB-4206514018-ar-condicionado-split-inverter-samsung-windfree-connect-sem-_JM#position=15&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$3.569,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Teto Springer 24000 Btu/h Frio Monofás,https://www.mercadolivre.com.br/ar-condicionado-split-teto-springer-24000-btuh-frio-monofas/p/MLB27516041?pdp_filters=category:MLB1646#searchVariation=MLB27516041&position=3&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$5.427,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Hi Wall LG Dual Inverter Voice 12.000 Btus F,https://produto.mercadolivre.com.br/MLB-3511859951-ar-condicionado-hi-wall-lg-dual-inverter-voice-12000-btus-f-_JM#position=16&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$1.952,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Inverter Tcl Hw 24000 Btus Frio -220v,https://www.mercadolivre.com.br/ar-condicionado-split-inverter-tcl-hw-24000-btus-frio-220v/p/MLB23283952?pdp_filters=category:MLB1646#searchVariation=MLB23283952&position=4&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$5.279,,2023/11/16 10:29:36
ar-condicionado, ar Condicionado Samsung Windfree Connect 9000 Btu Frio,https://produto.mercadolivre.com.br/MLB-3491140037-ar-condicionado-samsung-windfree-connect-9000-btu-frio-_JM#position=17&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$2.299,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Samsung Ultra Inverter 12000 Btus Frio 220v,https://produto.mercadolivre.com.br/MLB-3498268887-ar-condicionado-samsung-ultra-inverter-12000-btus-frio-220v-_JM#position=18&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$2.449,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Elgin Eco Inverter Frio/quente 30000 Bt 220v,https://produto.mercadolivre.com.br/MLB-3763196596-ar-condicionado-elgin-eco-inverter-frioquente-30000-bt-220v-_JM#position=19&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$5.894,,2023/11/16 10:29:36
ar-condicionado,Ar condicionado Consul de  janela inverter  frio 7000 BTU  branco 110V/220V CCK10ABXNA,https://www.mercadolivre.com.br/ar-condicionado-consul-de-janela-inverter-frio-7000-btu-branco-110v220v-cck10abxna/p/MLB19851492?pdp_filters=category:MLB1646#searchVariation=MLB19851492&position=39&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$3.720,4.4,2023/11/16 10:29:36
ar-condicionado,Ar Cond Multi Bi Split Inverter LG 2x12000 Btus Q/f 220v,https://produto.mercadolivre.com.br/MLB-3237267579-ar-cond-multi-bi-split-inverter-lg-2x12000-btus-qf-220v-_JM#position=20&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$9.439,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Samsung Digital Inverter Ultra 12000 B,https://produto.mercadolivre.com.br/MLB-3190755278-ar-condicionado-split-samsung-digital-inverter-ultra-12000-b-_JM#position=21&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$3.298,5.0,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Inverter Windfree Connect 18.000 Btus,https://produto.mercadolivre.com.br/MLB-3856971898-ar-condicionado-split-inverter-windfree-connect-18000-btus-_JM#position=22&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$4.199,4.7,2023/11/16 10:29:36
ar-condicionado,Ar Cond Split Teto Inverter LG 52000 Btus Quente/frio 220v,https://www.mercadolivre.com.br/ar-cond-split-teto-inverter-lg-52000-btus-quentefrio-220v/p/MLB25989307?pdp_filters=category:MLB1646#searchVariation=MLB25989307&position=6&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$15.499,,2023/11/16 10:29:36
ar-condicionado,Ar-condicionado Cassete 1 Via Inverter LG Wi-fi 24.000 Btus,https://produto.mercadolivre.com.br/MLB-4186398110-ar-condicionado-cassete-1-via-inverter-lg-wi-fi-24000-btus-_JM#position=23&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$11.499,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Inverter Samsung 18000 Btus Frio 220v,https://produto.mercadolivre.com.br/MLB-2833094496-ar-condicionado-split-inverter-samsung-18000-btus-frio-220v-_JM#position=24&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$3.649,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Inverter Samsung 22000 Btu Frio Branco 220v,https://produto.mercadolivre.com.br/MLB-2694626184-ar-condicionado-inverter-samsung-22000-btu-frio-branco-220v-_JM#position=25&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$4.249,5.0,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Philco Eco  Split Inverter  Frio 18000 Btu  ,https://produto.mercadolivre.com.br/MLB-4206501120-ar-condicionado-philco-eco-split-inverter-frio-18000-btu-_JM#position=26&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$2.169,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Hi Wall Inverter Tcl 18000 Btu/h Quent,https://produto.mercadolivre.com.br/MLB-3050865405-ar-condicionado-split-hi-wall-inverter-tcl-18000-btuh-quent-_JM#position=27&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$3.848,,2023/11/16 10:29:36
ar-condicionado,Mini Ar Condicionado Ventilador Usb Portátil,https://produto.mercadolivre.com.br/MLB-2081974478-mini-ar-condicionado-ventilador-usb-portatil-_JM#position=28&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,"R$296,37",,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Samsung Wfree S/vento Frio 12.000 220v,https://produto.mercadolivre.com.br/MLB-4206475344-ar-condicionado-split-samsung-wfree-svento-frio-12000-220v-_JM#position=29&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$2.386,,2023/11/16 10:29:36
ar-condicionado,Mini Ar Condicionado Portátil Resfria E Umidifica,https://produto.mercadolivre.com.br/MLB-2199018446-mini-ar-condicionado-portatil-resfria-e-umidifica-_JM#position=30&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,"R$132,86",,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Samsung Windfree  Split Inverter  Frio 12000,https://produto.mercadolivre.com.br/MLB-4206539650-ar-condicionado-samsung-windfree-split-inverter-frio-12000-_JM#position=31&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$1.889,,2023/11/16 10:29:36
ar-condicionado,Ar-condicionado Hw Inverter Midea All Easy Pro 18.000 Btus Cor Branco 220v Voltagem Da Unidade Externa 220v,https://www.mercadolivre.com.br/ar-condicionado-hw-inverter-midea-all-easy-pro-18000-btus-cor-branco-220v-voltagem-da-unidade-externa-220v/p/MLB26889560?pdp_filters=category:MLB1646#searchVariation=MLB26889560&position=7&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$3.980,,2023/11/16 10:29:36
ar-condicionado,Ar-condicionado Split Cassete 4 Vias Inverter LG 50.000 Btus 220v,https://www.mercadolivre.com.br/ar-condicionado-split-cassete-4-vias-inverter-lg-50000-btus-220v/p/MLB25793195?pdp_filters=category:MLB1646#searchVariation=MLB25793195&position=8&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$17.099,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Springer Midea Airvolution 18k F 220v Cor Branco,https://www.mercadolivre.com.br/ar-condicionado-split-springer-midea-airvolution-18k-f-220v-cor-branco/p/MLB27106543?pdp_filters=category:MLB1646#searchVariation=MLB27106543&position=43&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$3.039,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Piso Teto Hitachi Primairy 36000 Btus F-220v,https://produto.mercadolivre.com.br/MLB-3863623272-ar-condicionado-piso-teto-hitachi-primairy-36000-btus-f-220v-_JM#position=32&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$6.407,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Philco Eco  Split Inverter  Frio/quente 1200,https://produto.mercadolivre.com.br/MLB-4206488006-ar-condicionado-philco-eco-split-inverter-frioquente-1200-_JM#position=33&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$1.749,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Hw Inverter LG Nano Artcool 18k Q/f 220v Cor Cinza-escuro,https://www.mercadolivre.com.br/ar-condicionado-hw-inverter-lg-nano-artcool-18k-qf-220v-cor-cinza-escuro/p/MLB25359415?pdp_filters=category:MLB1646#searchVariation=MLB25359415&position=10&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$5.299,,2023/11/16 10:29:36
ar-condicionado,Ar condicionado Springer Midea  split inverter 22000 BTU  branco 220V 42AFVCH22S5,https://www.mercadolivre.com.br/ar-condicionado-springer-midea-split-inverter-22000-btu-branco-220v-42afvch22s5/p/MLB26684525?pdp_filters=category:MLB1646#searchVariation=MLB26684525&position=45&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$4.499,,2023/11/16 10:29:36
ar-condicionado,Ar Split Hw Inverter Fujitsu 18.000 Btus Quente E Frio 220v,https://www.mercadolivre.com.br/ar-split-hw-inverter-fujitsu-18000-btus-quente-e-frio-220v/p/MLB21697159?pdp_filters=category:MLB1646#searchVariation=MLB21697159&position=12&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$5.699,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Inverter Agratto Neo 18.000 Btu/h Frio,https://produto.mercadolivre.com.br/MLB-1169832769-ar-condicionado-split-inverter-agratto-neo-18000-btuh-frio-_JM#position=34&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$3.528,5.0,2023/11/16 10:29:36
ar-condicionado,Ar condicionado TCL Elite Series A2  split inverter  frio 9000 BTU  branco 220V TAC-09CSA2-INV,https://www.mercadolivre.com.br/ar-condicionado-tcl-elite-series-a2-split-inverter-frio-9000-btu-branco-220v-tac-09csa2-inv/p/MLB20867158?pdp_filters=category:MLB1646#searchVariation=MLB20867158&position=13&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$2.729,5.0,2023/11/16 10:29:36
ar-condicionado,Ar-condicionado Philco Split Inverter Pac30000iqfm8w Cor Branco 220v,https://www.mercadolivre.com.br/ar-condicionado-philco-split-inverter-pac30000iqfm8w-cor-branco-220v/p/MLB25989726?pdp_filters=category:MLB1646#searchVariation=MLB25989726&position=14&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$6.599,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Hi Wall Inverter Gree  G- Diamond 9000,https://produto.mercadolivre.com.br/MLB-2194948213-ar-condicionado-split-hi-wall-inverter-gree-g-diamond-9000-_JM#position=35&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$2.818,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Hi Wall Inverter Springer Midea Xtreme,https://produto.mercadolivre.com.br/MLB-4107473180-ar-condicionado-split-hi-wall-inverter-springer-midea-xtreme-_JM#position=36&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$4.798,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Philco  Split  Frio 9000 Btu  Branco 127v Pa,https://produto.mercadolivre.com.br/MLB-4206475326-ar-condicionado-philco-split-frio-9000-btu-branco-127v-pa-_JM#position=37&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$1.679,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Janela 7500 Btu Mecânico Frio Midea Cor Bra,https://produto.mercadolivre.com.br/MLB-4206488014-ar-condicionado-janela-7500-btu-mecnico-frio-midea-cor-bra-_JM#position=38&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$1.182,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Hi Wall Dual LG  22.000 Btus Q/f 220v,https://produto.mercadolivre.com.br/MLB-4131815584-ar-condicionado-split-hi-wall-dual-lg-22000-btus-qf-220v-_JM#position=39&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$6.049,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Hw Agratto One 22000 Btus F 220v,https://produto.mercadolivre.com.br/MLB-3426104439-ar-condicionado-split-hw-agratto-one-22000-btus-f-220v-_JM#position=40&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$3.286,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Philco Cassete Inverter 36000btus Frio 220v,https://produto.mercadolivre.com.br/MLB-4151613848-ar-condicionado-philco-cassete-inverter-36000btus-frio-220v-_JM#position=41&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$9.199,,2023/11/16 10:29:36
ar-condicionado,Ar-condicionado Hw Philco Pac18000fm 18.000 Btus Frio 220v,https://www.mercadolivre.com.br/ar-condicionado-hw-philco-pac18000fm-18000-btus-frio-220v/p/MLB22352482?pdp_filters=category:MLB1646#searchVariation=MLB22352482&position=15&search_layout=stack&type=product&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$3.699,,2023/11/16 10:29:36
ar-condicionado,Ar Condicionado Split Hi Wall Agratto On Top 12000 Btu/h Fri,https://produto.mercadolivre.com.br/MLB-4090329316-ar-condicionado-split-hi-wall-agratto-on-top-12000-btuh-fri-_JM#position=42&search_layout=stack&type=item&tracking_id=1d195270-d2fa-428a-b5de-b9001d50c537,R$2.298,,2023/11/16 10:29:36
